State,year,winner_name,winner_party,total_votes,winner_votes,winner_percent,party_lean,PVI,key,Abbreviation,PVI_rank
Virginia,1884,"Cleveland, Grover",Democratic,284977,145491,0.510535937987978,Democratic,0.007822632117261086,Democratic 0-4%,VA,6
Pennsylvania,1960,"Kennedy, Jack (JFK)",Democratic,5006541,2556282,0.5105884481920752,Democratic,0.010815744891416457,Democratic 0-4%,PA,13
Rhode Island,1916,"Hughes, Charles",Republican,87816,44858,0.5108180741550514,Republican,0.0426162311065047,Republican 4-9%,RI,21
Indiana,1860,"Lincoln, Abraham",Republican,272143,139033,0.5108821465185582,Democratic,0.0269938356141895,Democratic 0-4%,IN,6
Minnesota,2004,"Kerry, John",Democratic,2828387,1445014,0.5108968468600654,Democratic,0.030050418719795025,Democratic 0-4%,MN,13
Vermont,1988,"Bush, George H.W.",Republican,243333,124331,0.5109500150000206,Democratic,0.02119845593847769,Democratic 0-4%,VT,13
California,1996,"Clinton, Bill",Democratic,10019484,5119835,0.5109878911928,Democratic,0.024810083053202425,Democratic 0-4%,CA,12
Montana,1960,"Nixon, Richard",Republican,277579,141841,0.510993266781709,Republican,0.013382889698360712,Republican 0-4%,MT,16
Minnesota,1996,"Clinton, Bill",Democratic,2192640,1120438,0.5109995256859311,Democratic,0.046441254599720594,Democratic 4-9%,MN,22
Maine,1940,"Wilkie, Wendell",Republican,320840,163951,0.5110054856002992,Republican,0.06165918580610241,Republican 4-9%,ME,28
Missouri,1976,"Carter, Jimmy",Democratic,1953600,998387,0.5110498566748567,Democratic,0.007896214534297008,Democratic 0-4%,MO,6
Illinois,1880,"Garfield, James",Republican,622305,318036,0.5110612963096873,Republican,0.03368408167599468,Republican 0-4%,IL,15
Maryland,1988,"Bush, George H.W.",Republican,1714358,876167,0.511075866300971,Democratic,0.024371284394552106,Democratic 0-4%,MD,15
New Hampshire,1892,"Harrison, Benjamin",Republican,89329,45658,0.5111218081474102,Republican,0.03728098242478506,Republican 0-4%,NH,14
California,1988,"Bush, George H.W.",Republican,9887064,5054917,0.5112657306557336,Democratic,0.02094248134196325,Democratic 0-4%,CA,12
Pennsylvania,1944,"Roosevelt, Franklin (FDR)",Democratic,3794793,1940479,0.5113530566752916,Republican,0.023776409204414928,Republican 0-4%,PA,18
New Hampshire,1884,"Blaine, James",Republican,84586,43254,0.5113612181684912,Republican,0.027542435654094533,Republican 0-4%,NH,14
Texas,1976,"Carter, Jimmy",Democratic,4071884,2082319,0.511389568072175,Democratic,0.005462175560480453,Democratic 0-4%,TX,5
Florida,1964,"Johnson, Lyndon (LBJ)",Democratic,1854481,948540,0.51148542368457806,Republican,0.10197260024477162,Republican 9% or more,FL,40
Tennessee,2000,"Bush, George W.",Republican,2076181,1061949,0.5114915318076796,Republican,0.022325947901496723,Republican 0-4%,TN,12
Iowa,2016,"Trump, Donald",Republican,1565966,800983,0.5114945024349188,Republican,0.0598945828517955,Republican 4-9%,IA,19
Missouri,1980,"Reagan, Ronald",Republican,2099824,1074181,0.511557635306578,Democratic,0.017399271001398264,Democratic 0-4%,MO,8
Virginia,2012,"Obama, Barack",Democratic,3854489,1971820,0.5115645679621864,Democratic,2.8573715338153782e-5,Democratic 0-4%,VA,1
Nevada,1960,"Kennedy, Jack (JFK)",Democratic,107267,54880,0.5116205356726673,Democratic,0.010794921605603358,Democratic 0-4%,NV,12
Minnesota,1924,"Coolidge, Calvin",Republican,822146,420759,0.5117813624344094,Republican,0.23055007523650295,Republican 9% or more,MN,38
Pennsylvania,1836,"Van Buren, Martin",Democratic,178692,91457,0.5118136234414523,Whig/Other,0.06943231205342354,Whig/Other 4-9%,PA,6
New York,1840,"Harrison, William",Whig,441543,226001,0.5118436935926965,Democratic,0.015216885121000334,Democratic 0-4%,NY,6
Georgia,1844,"Polk, James",Democratic,86247,44147,0.511867079434647,Democratic,0.00440172411570694,Democratic 0-4%,GA,4
Pennsylvania,1852,"Pierce, Franklin",Democratic,387839,198562,0.5119701731904218,Whig/Other,0.010920044325715805,Whig/Other 0-4%,PA,8
Louisiana,1980,"Reagan, Ronald",Republican,1548591,792853,0.5119834740095996,Democratic,0.024944554529839846,Democratic 0-4%,LA,14
Delaware,1844,"Clay, Henry",Whig,12247,6271,0.5120437658202008,Whig/Other,0.019760102480119834,Whig/Other 0-4%,DE,9
Massachusetts,1984,"Reagan, Ronald",Republican,2559453,1310936,0.5121938164131163,Democratic,0.07771289506235618,Democratic 4-9%,MA,39
Massachusetts,1936,"Roosevelt, Franklin (FDR)",Democratic,1840357,942716,0.5122462652626637,Republican,0.073722757136786,Republican 4-9%,MA,29
Michigan,2004,"Kerry, John",Democratic,4839252,2479183,0.5123070672905647,Democratic,0.02969975729275759,Democratic 0-4%,MI,12
Wyoming,1944,"Dewey, Thomas",Republican,101340,51921,0.5123445825932504,Republican,0.05008259668894827,Republican 4-9%,WY,26
South Carolina,1960,"Kennedy, Jack (JFK)",Democratic,386688,198129,0.5123743172790467,Democratic,0.011550028248297095,Democratic 0-4%,SC,14
Ohio,1860,"Lincoln, Abraham",Republican,432862,221809,0.5124242830278473,Democratic,0.0311868273618659,Democratic 0-4%,OH,7
Alabama,1868,"Grant, Ulysses",Republican,149594,76667,0.5125005013570063,Democratic,0.014110276287791435,Democratic 0-4%,AL,7
Colorado,1880,"Garfield, James",Republican,53546,27450,0.5126433347028723,Republican,0.026392053206546584,Republican 0-4%,CO,13
Michigan,2000,"Gore, Al",Democratic,4232711,2170418,0.5127725469563124,Democratic,0.023648784767634323,Democratic 0-4%,MI,13
Oregon,1988,"Dukakis, Michael",Democratic,1201694,616206,0.5127811239799815,Democratic,0.06285239468170167,Democratic 4-9%,OR,32
Alaska,2016,"Trump, Donald",Republican,318247,163199,0.5128060908665282,Republican,0.09324937116983933,Republican 9% or more,AK,26
Mississippi,1836,"Van Buren, Martin",Democratic,20079,10297,0.5128243438418247,Democratic,0.4187540645051241,Democratic 9% or more,MS,20.5
Tennessee,1920,"Harding, Warren",Republican,428626,219829,0.5128690280104333,Democratic,0.12325401535022784,Democratic 9% or more,TN,32
Louisiana,1844,"Polk, James",Democratic,26865,13782,0.5130094919039643,Democratic,0.005544136585024173,Democratic 0-4%,LA,5
Iowa,1980,"Reagan, Ronald",Republican,1317661,676026,0.5130500181761469,Republican,0.017578088296251182,Republican 0-4%,IA,9
Arkansas,2000,"Bush, George W.",Republican,921781,472940,0.5130719769663293,Republican,0.030704175153914715,Republican 0-4%,AR,16
Kansas,1896,"Bryan, William",Democratic,334547,171675,0.5131565968309385,Democratic,0.04069477377317471,Democratic 4-9%,KS,11
Ohio,1832,"Jackson, Andrew",Democratic,158294,81246,0.5132601362022565,Whig/Other,0.08222036756366113,Whig/Other 4-9%,OH,6
Alabama,1928,"Smith, Al",Democratic,248981,127796,0.5132761134383749,Democratic,0.10220555976836726,Democratic 9% or more,AL,41
Oregon,2004,"Kerry, John",Democratic,1836782,943163,0.5134866304221187,Democratic,0.033527570357606284,Democratic 0-4%,OR,14
Tennessee,1892,"Cleveland, Grover",Democratic,265732,136468,0.5135550103111406,Democratic,0.05890553752242467,Democratic 4-9%,TN,22
Rhode Island,1852,"Pierce, Franklin",Democratic,17005,8735,0.5136724492796236,Whig/Other,0.0027893303831177385,Whig/Other 0-4%,RI,2
Missouri,1944,"Roosevelt, Franklin (FDR)",Democratic,1572474,807804,0.5137153301103866,Republican,0.022992849286301686,Republican 0-4%,MO,17
Connecticut,1864,"Lincoln, Abraham",National Union (Republican),86981,44693,0.5138248583023879,Democratic,0.036590270940751735,Democratic 0-4%,CT,11
Ohio,2008,"Obama, Barack",Democratic,5721831,2940044,0.5138292270428819,Republican,0.013545035281879614,Republican 0-4%,OH,5
Indiana,1868,"Grant, Ulysses",Republican,343532,176552,0.5139317443498713,Democratic,0.012699589776784204,Democratic 0-4%,IN,5
New York,1876,"Tilden, Samuel",Democratic,1015503,521949,0.5139807563345455,Democratic,0.0010078588928454923,Democratic 0-4%,NY,1
Wisconsin,1988,"Dukakis, Michael",Democratic,2191608,1126794,0.5141403024628491,Democratic,0.05725024965133252,Democratic 4-9%,WI,27
Kentucky,1852,"Scott, Winfield",Whig,111643,57428,0.5143896169038811,Whig/Other,0.05229902762785854,Whig/Other 4-9%,KY,20
Colorado,2012,"Obama, Barack",Democratic,2571846,1323102,0.5144561532844502,Democratic,0.007834878348955354,Democratic 0-4%,CO,4
Pennsylvania,1892,"Harrison, Benjamin",Republican,1003010,516011,0.514462467971406,Republican,0.04981447851214704,Republican 4-9%,PA,19
New York,1828,"Jackson, Andrew",Democratic,270975,139412,0.5144828858750807,Whig/Other,0.04703105619028941,Whig/Other 4-9%,NY,5
Tennessee,1884,"Cleveland, Grover",Democratic,259978,133770,0.5145435382993946,Democratic,0.01580143896858477,Democratic 0-4%,TN,8
Maine,1880,"Garfield, James",Republican,143903,74052,0.5145966380131061,Republican,0.031232411704218976,Republican 0-4%,ME,14
Kentucky,1892,"Cleveland, Grover",Democratic,340864,175461,0.5147536847540368,Democratic,0.04742633884167158,Democratic 4-9%,KY,18
New Jersey,1848,"Taylor, Zachary",Whig,77735,40015,0.5147616903582685,Democratic,0.006451678171837505,Democratic 0-4%,NJ,5
Missouri,1900,"Bryan, William",Democratic,683656,351922,0.5147647354810021,Democratic,0.059942394675936206,Democratic 4-9%,MO,21
Minnesota,1940,"Roosevelt, Franklin (FDR)",Democratic,1251188,644196,0.5148674699565533,Republican,0.03068219055502147,Republican 0-4%,MN,16
Georgia,1848,"Taylor, Zachary",Whig,92317,47532,0.5148780831266181,Democratic,0.011816457388555024,Democratic 0-4%,GA,7
Connecticut,1868,"Grant, Ulysses",Republican,98632,50788,0.5149241625435964,Democratic,0.011707171583059117,Democratic 0-4%,CT,4
Wyoming,1896,"Bryan, William",Democratic,21092,10861,0.5149345723497061,Democratic,0.04091636295642748,Democratic 4-9%,WY,12
Maryland,1900,"McKinley, William",Republican,264434,136185,0.5150056346763275,Democratic,0.0045572635765073755,Democratic 0-4%,MD,3
New York,1940,"Roosevelt, Franklin (FDR)",Democratic,6313897,3251918,0.5150413445135389,Republican,0.03212711067102464,Republican 0-4%,NY,19
West Virginia,1996,"Clinton, Bill",Democratic,636459,327812,0.515055958042859,Democratic,0.036194018563051045,Democratic 0-4%,WV,16
Ohio,1980,"Reagan, Ronald",Republican,4283603,2206545,0.5151142624561613,Republican,0.004301435684913701,Republican 0-4%,OH,3
Florida,1960,"Nixon, Richard",Republican,1544176,795476,0.515145941913357,Republican,0.01597155598042105,Republican 0-4%,FL,17
Illinois,1944,"Roosevelt, Franklin (FDR)",Democratic,4036061,2079479,0.51522486899975,Republican,0.020299320438174284,Republican 0-4%,IL,16
New York,1916,"Hughes, Charles",Republican,1706305,879238,0.5152877123374777,Republican,0.05299285718363245,Republican 4-9%,NY,25
Nebraska,1896,"Bryan, William",Democratic,223182,115007,0.5153058938444857,Democratic,0.049453804888176245,Democratic 4-9%,NE,16
Delaware,1880,"Hancock, Winfield",Democratic,29458,15181,0.5153438794215494,Democratic,0.018120243881498577,Democratic 0-4%,DE,7
New Jersey,1940,"Roosevelt, Franklin (FDR)",Democratic,1972552,1016808,0.5154784259172889,Republican,0.03182223371909548,Republican 0-4%,NJ,18
North Carolina,1880,"Hancock, Winfield",Democratic,240946,124204,0.5154847974234891,Democratic,0.018414783264902312,Democratic 0-4%,NC,8
Idaho,1944,"Roosevelt, Franklin (FDR)",Democratic,208321,107399,0.5155457203066421,Republican,0.0202422543238992,Republican 0-4%,ID,15
Minnesota,1972,"Nixon, Richard",Republican,1741652,898269,0.5157568791009914,Democratic,0.08965865452071625,Democratic 4-9%,MN,41
Ohio,1828,"Jackson, Andrew",Democratic,130993,67597,0.5160352079882131,Whig/Other,0.045478734077157024,Whig/Other 4-9%,OH,4
Wyoming,1948,"Truman, Harry",Democratic,101425,52354,0.5161843726891792,Republican,0.0017264340572268333,Republican 0-4%,WY,2
New York,1988,"Dukakis, Michael",Democratic,6485683,3347882,0.5161957499310404,Democratic,0.059701529073959314,Democratic 4-9%,NY,29
Maine,1996,"Clinton, Bill",Democratic,605897,312788,0.5162395588689167,Democratic,0.07926857097052564,Democratic 4-9%,ME,35
Louisiana,1876,"Hayes, Rutherford",Republican,145823,75315,0.51648231074659,Republican,0.031664831973132634,Republican 0-4%,LA,12
North Dakota,1976,"Ford, Gerald",Republican,297094,153470,0.5165705130362781,Republican,0.040555873701477396,Republican 4-9%,ND,28
Rhode Island,1984,"Reagan, Ronald",Republican,410492,212080,0.5166483147052805,Democratic,0.07339889498569702,Democratic 4-9%,RI,38
Ohio,2016,"Trump, Donald",Republican,5460930,2822004,0.5167625294592679,Republican,0.051024512248385,Republican 4-9%,OH,16
Colorado,2004,"Bush, George W.",Republican,2130325,1101256,0.5169427200075106,Republican,0.011222952541929176,Republican 0-4%,CO,5
Michigan,1996,"Clinton, Bill",Democratic,3848844,1989653,0.5169482057469723,Democratic,0.025891500468940176,Democratic 0-4%,MI,13
Louisiana,1856,"Buchanan, James",Democratic,42873,22164,0.516968721573018,Democratic,0.4221502055539881,Democratic 9% or more,LA,24.5
Michigan,1840,"Harrison, William",Whig,44350,22933,0.5170913190529876,Democratic,0.009476413914846604,Democratic 0-4%,MI,3
Louisiana,1976,"Carter, Jimmy",Democratic,1278439,661365,0.5173222969574615,Democratic,0.01907289475551599,Democratic 0-4%,LA,17
Ohio,1880,"Garfield, James",Republican,724967,375048,0.5173311336929819,Republican,0.02339622238292094,Republican 0-4%,OH,11
West Virginia,1872,"Grant, Ulysses",Republican,62467,32320,0.5173931836009413,Democratic,0.036839666202938104,Democratic 0-4%,WV,15
New Jersey,1840,"Harrison, William",Whig,64454,33351,0.5174387935581966,Democratic,0.01234434302846582,Democratic 0-4%,NJ,4
Louisiana,1836,"Van Buren, Martin",Democratic,7425,3842,0.5174410774410775,Democratic,0.4187540645051241,Democratic 9% or more,LA,20.5
Delaware,1952,"Eisenhower, Dwight",Republican,174025,90059,0.5175061054446201,Democratic,0.035069606333792414,Democratic 0-4%,DE,21
Pennsylvania,1864,"Lincoln, Abraham",National Union (Republican),572707,296391,0.5175264140302109,Democratic,0.03288871521292869,Democratic 0-4%,PA,9
Texas,1928,"Hoover, Herbert",Republican,708999,367036,0.5176819713426958,Democratic,0.06961675465815764,Democratic 4-9%,TX,33
Wisconsin,1960,"Nixon, Richard",Republican,1729082,895175,0.517716915681269,Republican,0.019472991209325163,Republican 0-4%,WI,18
Delaware,1996,"Clinton, Bill",Democratic,271084,140355,0.5177546443168907,Democratic,0.03888393312767202,Democratic 0-4%,DE,17
Oregon,1944,"Roosevelt, Franklin (FDR)",Democratic,480147,248635,0.5178309975903213,Republican,0.013191600593588093,Republican 0-4%,OR,11
North Carolina,1888,"Cleveland, Grover",Democratic,285563,147902,0.5179312445940125,Democratic,0.018898481663225608,Democratic 0-4%,NC,10
Georgia,1836,"White, Hugh",Whig,47259,24481,0.5180177320721979,Democratic,0.4187540645051241,Democratic 9% or more,GA,20.5
Delaware,1848,"Taylor, Zachary",Whig,12432,6440,0.5180180180180181,Democratic,0.0052370506366306024,Democratic 0-4%,DE,4
Delaware,1864,"McClellan, George",Democratic,16922,8767,0.5180829689162038,Democratic,0.06849809815934338,Democratic 4-9%,DE,16
Michigan,1976,"Ford, Gerald",Republican,3653749,1893742,0.5183010655630697,Republican,0.03796059722199052,Republican 0-4%,MI,27
Missouri,1988,"Bush, George H.W.",Republican,2093228,1084953,0.5183157305367595,Democratic,0.019046469895949936,Democratic 0-4%,MO,10
New Hampshire,1876,"Hayes, Rutherford",Republican,80141,41540,0.5183364320385321,Republican,0.03410819268188303,Republican 0-4%,NH,15
South Dakota,1948,"Dewey, Thomas",Republican,250105,129651,0.5183862777633393,Republican,0.04795290163995647,Republican 4-9%,SD,27
New Mexico,1968,"Nixon, Richard",Republican,327281,169692,0.518490227052594,Republican,0.06200886146883566,Republican 4-9%,NM,30
Maryland,1944,"Roosevelt, Franklin (FDR)",Democratic,608439,315490,0.5185236317856021,Republican,0.019214382310095646,Republican 0-4%,MD,13
Ohio,1916,"Wilson, Woodrow",Democratic,1165086,604161,0.5185548534614612,Democratic,0.023517998733971646,Democratic 0-4%,OH,12
Ohio,1896,"McKinley, William",Republican,1014295,525991,0.5185779285119221,Republican,0.0020921989690000364,Republican 0-4%,OH,1
New Mexico,1988,"Bush, George H.W.",Republican,521287,270341,0.5186029960463238,Democratic,0.01391642930086856,Democratic 0-4%,NM,7
Illinois,1852,"Pierce, Franklin",Democratic,154974,80378,0.5186547420857692,Democratic,0.017226107314201045,Democratic 0-4%,IL,12
New Jersey,1860,"Douglas, Stephen",(Northern) Democratic,121215,62869,0.5186569318978674,Democratic,0.0918592517700576,Democratic 9% or more,NJ,13
Massachusetts,1892,"Harrison, Benjamin",Republican,391028,202814,0.5186687398344876,Republican,0.05114211746806174,Republican 4-9%,MA,20
New York,1976,"Carter, Jimmy",Democratic,6534420,3389558,0.5187236204590461,Democratic,0.011723019422968939,Democratic 0-4%,NY,9
Ohio,1836,"Harrison, William",Whig,202333,104958,0.5187389106077605,Whig/Other,0.10291634643743935,Whig/Other 9% or more,OH,9
Colorado,1948,"Truman, Harry",Democratic,515237,267288,0.5187670916490857,Democratic,0.003497878867229187,Democratic 0-4%,CO,3
Kentucky,1916,"Wilson, Woodrow",Democratic,520075,269990,0.5191366629813008,Democratic,0.011049909670206026,Democratic 0-4%,KY,5
West Virginia,2000,"Bush, George W.",Republican,648124,336475,0.5191521992705099,Republican,0.03511802020908078,Republican 0-4%,WV,17
West Virginia,1952,"Stevenson, Adlai",Democratic,873548,453578,0.5192364930146941,Democratic,0.07375538240130874,Democratic 4-9%,WV,33
Florida,1976,"Carter, Jimmy",Democratic,3150631,1636000,0.5192610623078361,Democratic,0.016279161997501346,Democratic 0-4%,FL,12
Louisiana,1852,"Pierce, Franklin",Democratic,35902,18647,0.5193861066235864,Whig/Other,0.01729479517937116,Whig/Other 0-4%,LA,13
New Hampshire,1880,"Garfield, James",Republican,86361,44856,0.5194011185604613,Republican,0.023184753749071474,Republican 0-4%,NH,10
Pennsylvania,2012,"Obama, Barack",Democratic,5754939,2990274,0.5196013372166065,Democratic,0.007674146846611607,Democratic 0-4%,PA,3
California,1884,"Blaine, James",Republican,196988,102369,0.519671249010092,Republican,0.03707237596437818,Republican 0-4%,CA,19
New Jersey,1980,"Reagan, Ronald",Republican,2975684,1546557,0.5197315978443948,Republican,0.021038030730480273,Republican 0-4%,NJ,13
Connecticut,1988,"Bush, George H.W.",Republican,1443394,750241,0.5197756122029051,Democratic,0.013204082141392237,Democratic 0-4%,CT,6
New Hampshire,2012,"Obama, Barack",Democratic,710972,369561,0.5197968415071198,Democratic,0.008692326610274415,Democratic 0-4%,NH,5
Delaware,1976,"Carter, Jimmy",Democratic,235834,122596,0.5198402266000661,Democratic,0.016937378103127898,Democratic 0-4%,DE,14
Iowa,2012,"Obama, Barack",Democratic,1582180,822544,0.5198801653414908,Democratic,0.009948326108695116,Democratic 0-4%,IA,6
Iowa,1944,"Dewey, Thomas",Republican,1052599,547267,0.519919741516,Republican,0.06036672860746933,Republican 4-9%,IA,28
Louisiana,1996,"Clinton, Bill",Democratic,1783959,927837,0.5200999574541791,Democratic,0.018255749517893882,Democratic 0-4%,LA,10
Iowa,1940,"Wilkie, Wendell",Republican,1215430,632370,0.5202850020157476,Republican,0.07211323597014563,Republican 4-9%,IA,30
Wisconsin,1852,"Pierce, Franklin",Democratic,64682,33658,0.5203611514795461,Democratic,0.06577488684170485,Democratic 4-9%,WI,22
Idaho,1916,"Wilson, Woodrow",Democratic,134615,70054,0.5204026297217992,Democratic,0.042111320384256024,Democratic 4-9%,ID,20
Indiana,1852,"Pierce, Franklin",Democratic,183170,95340,0.5205000818911394,Democratic,0.004282892092900892,Democratic 0-4%,IN,4
Connecticut,1976,"Ford, Gerald",Republican,1381526,719261,0.5206279143497842,Republican,0.03662302378542548,Republican 0-4%,CT,26
Montana,1988,"Bush, George H.W.",Republican,365674,190412,0.5207151725307241,Democratic,0.009133689491879315,Democratic 0-4%,MT,4
Maryland,1884,"Cleveland, Grover",Democratic,186019,96866,0.5207317532080057,Democratic,0.027494951613637908,Democratic 0-4%,MD,13
Michigan,1916,"Hughes, Charles",Republican,650973,339097,0.5209079332015306,Republican,0.058234308788733036,Republican 4-9%,MI,27
Tennessee,1896,"Bryan, William",Democratic,320903,167168,0.5209300006544033,Democratic,0.051332736873833384,Democratic 4-9%,TN,17
Florida,2004,"Bush, George W.",Republican,7609810,3964522,0.5209751623233695,Republican,0.012795483143582365,Republican 0-4%,FL,6
Georgia,2008,"McCain, John",Republican,3932158,2048759,0.521026622022818,Republican,0.06316679801253872,Republican 4-9%,GA,21
New York,1832,"Jackson, Andrew",Democratic,323393,168497,0.5210285936925042,Whig/Other,0.0761076403983934,Whig/Other 4-9%,NY,5
New Hampshire,1968,"Nixon, Richard",Republican,297299,154903,0.5210343795303718,Republican,0.038523165721811914,Republican 0-4%,NH,19
Maryland,1848,"Taylor, Zachary",Whig,72359,37702,0.521040920963529,Democratic,0.0047230605207109755,Democratic 0-4%,MD,3
Delaware,1908,"Taft, William",Republican,48007,25014,0.5210490136855042,Democratic,0.01362058147062395,Democratic 0-4%,DE,4
North Carolina,1960,"Kennedy, Jack (JFK)",Democratic,1368556,713136,0.5210864590122728,Democratic,0.020260844945208856,Democratic 0-4%,NC,19
New Hampshire,1944,"Roosevelt, Franklin (FDR)",Democratic,229627,119663,0.5211190321695619,Republican,0.01651002721536471,Republican 0-4%,NH,12
New Jersey,1828,"Adams, John Quincy",National Republican,45570,23753,0.5212420452051788,Whig/Other,0.08284750951192649,Whig/Other 4-9%,NJ,7
Tennessee,1872,"Greeley, Horace",Liberal Republican/Democratic,179046,93391,0.5216033868391363,Democratic,0.08098072361052816,Democratic 4-9%,TN,25
North Dakota,1948,"Dewey, Thomas",Republican,220716,115139,0.5216613204298737,Republican,0.06950452410572061,Republican 4-9%,ND,36
Arkansas,1872,"Grant, Ulysses",Republican,79300,41373,0.5217276166456495,Democratic,0.037649720125742414,Democratic 0-4%,AR,16
Tennessee,1856,"Buchanan, James",Democratic,133582,69704,0.5218068302615622,Democratic,0.4221502055539881,Democratic 9% or more,TN,24.5
Idaho,1996,"Dole, Bob",Republican,491719,256595,0.5218325913784092,Republican,0.15534290895518682,Republican 9% or more,ID,49
West Virginia,1988,"Dukakis, Michael",Democratic,653311,341016,0.5219811085378939,Democratic,0.06278451868192791,Democratic 4-9%,WV,31
Pennsylvania,1868,"Grant, Ulysses",Republican,655662,342280,0.5220372692027294,Democratic,0.004594064923926056,Democratic 0-4%,PA,1
Ohio,1940,"Roosevelt, Franklin (FDR)",Democratic,3319912,1733139,0.5220436565788491,Republican,0.02795459966095315,Republican 0-4%,OH,15
West Virginia,1896,"McKinley, William",Republican,201757,105379,0.5223065370718241,Republican,0.005196201577606807,Republican 0-4%,WV,2
Rhode Island,1836,"Van Buren, Martin",Democratic,5674,2964,0.522382798731054,Whig/Other,0.05886313676382193,Whig/Other 4-9%,RI,5
Washington,1924,"Coolidge, Calvin",Republican,421549,220224,0.522416136676875,Republican,0.18499229332449296,Republican 9% or more,WA,33
Iowa,1884,"Blaine, James",Republican,377201,197089,0.5225039170097641,Republican,0.02935220435456154,Republican 0-4%,IA,16
Tennessee,1888,"Cleveland, Grover",Democratic,303694,158699,0.5225621843039375,Democratic,0.02882088912051972,Democratic 0-4%,TN,14
Missouri,1940,"Roosevelt, Franklin (FDR)",Democratic,1833729,958476,0.522692284410619,Republican,0.02609344149685544,Republican 0-4%,MO,13
Ohio,1900,"McKinley, William",Republican,1040073,543918,0.5229613690577488,Republican,0.002338945735124831,Republican 0-4%,OH,2
Connecticut,1944,"Roosevelt, Franklin (FDR)",Democratic,831990,435146,0.5230183055084797,Republican,0.010718237501331773,Republican 0-4%,CT,8
New York,1944,"Roosevelt, Franklin (FDR)",Democratic,6316817,3304238,0.523085914947354,Republican,0.012579337482886255,Republican 0-4%,NY,10
Kentucky,1872,"Greeley, Horace",Liberal Republican/Democratic,191135,99995,0.5231642556308368,Democratic,0.08912129871268265,Democratic 4-9%,KY,26
Nevada,2012,"Obama, Barack",Democratic,1014918,531373,0.5235624947040056,Democratic,0.014430228461158712,Democratic 0-4%,NV,7
Iowa,1888,"Harrison, Benjamin",Republican,404135,211603,0.5235948383584693,Republican,0.044824529348408526,Republican 4-9%,IA,18
Michigan,1932,"Roosevelt, Franklin (FDR)",Democratic,1664765,871700,0.5236174475076062,Republican,0.050597664558013455,Republican 4-9%,MI,21
Indiana,1944,"Dewey, Thomas",Republican,1672091,875891,0.5238297437161016,Republican,0.06624472443194479,Republican 4-9%,IN,30
Maryland,1844,"Clay, Henry",Whig,68690,35984,0.5238608239918474,Whig/Other,0.03132617931078763,Whig/Other 0-4%,MD,12
Wyoming,1924,"Coolidge, Calvin",Republican,79900,41858,0.5238798498122653,Republican,0.11271372644066313,Republican 9% or more,WY,19
North Carolina,1844,"Clay, Henry",Whig,82521,43232,0.5238908883799276,Whig/Other,0.03136894115977684,Whig/Other 0-4%,NC,14
Nevada,1880,"Hancock, Winfield",Democratic,18345,9613,0.5240119923684928,Democratic,0.024521680145112246,Democratic 0-4%,NV,12
Connecticut,1872,"Grant, Ulysses",Republican,96009,50314,0.5240550365069941,Democratic,0.0353223002643977,Democratic 0-4%,CT,14
Minnesota,1944,"Roosevelt, Franklin (FDR)",Democratic,1125529,589864,0.524077122846235,Republican,0.00979157273811515,Republican 0-4%,MN,7
Michigan,1876,"Hayes, Rutherford",Republican,318450,166901,0.524104254985084,Republican,0.05603985111189058,Republican 4-9%,MI,19
New Hampshire,1948,"Dewey, Thomas",Republican,231440,121299,0.5241055997234705,Republican,0.05270609738866594,Republican 4-9%,NH,29
Texas,2016,"Trump, Donald",Republican,8934718,4683352,0.5241745738365777,Republican,0.05691433275846436,Republican 4-9%,TX,18
Virginia,1960,"Nixon, Richard",Republican,771449,404521,0.5243651881070557,Republican,0.02833693312899027,Republican 0-4%,VA,23
Maine,1944,"Dewey, Thomas",Republican,296400,155434,0.5244062078272604,Republican,0.06273759189111433,Republican 4-9%,ME,29
Oregon,1972,"Nixon, Richard",Republican,927946,486686,0.5244766398044713,Democratic,0.06446043533094842,Democratic 4-9%,OR,29
Arkansas,1956,"Stevenson, Adlai",Democratic,406572,213277,0.5245737532343595,Democratic,0.11129082797900364,Democratic 9% or more,AR,42
Kansas,1908,"Taft, William",Republican,375946,197216,0.5245859777734037,Republican,0.0051763170048167995,Republican 0-4%,KS,1
Virginia,2000,"Bush, George W.",Republican,2739447,1437490,0.5247372918694905,Republican,0.044169643108039114,Republican 4-9%,VA,20
Kansas,1976,"Ford, Gerald",Republican,957845,502752,0.5248782423043394,Republican,0.049278264348671996,Republican 4-9%,KS,33
Michigan,1880,"Garfield, James",Republican,353079,185335,0.5249108556442043,Republican,0.08426875050036109,Republican 4-9%,MI,23
Virginia,1896,"Bryan, William",Democratic,294674,154708,0.5250140833599164,Democratic,0.05538638877090901,Democratic 4-9%,VA,19
Maryland,1984,"Reagan, Ronald",Republican,1675873,879918,0.5250505259050059,Democratic,0.06412092551350362,Democratic 4-9%,MD,36
Missouri,1880,"Hancock, Winfield",Democratic,397289,208600,0.525058584556834,Democratic,0.07635986735022526,Democratic 4-9%,MO,21
Tennessee,1848,"Taylor, Zachary",Whig,122463,64321,0.525228028057454,Democratic,0.0014665124577190047,Democratic 0-4%,TN,1
New York,1960,"Kennedy, Jack (JFK)",Democratic,7291079,3830085,0.5253111370758704,Democratic,0.025537732946831704,Democratic 0-4%,NY,20
Kentucky,1856,"Buchanan, James",Democratic,142058,74642,0.5254332737332639,Democratic,0.4221502055539881,Democratic 9% or more,KY,24.5
