State,year,winner_name,winner_party,total_votes,winner_votes,winner_percent,party_lean,PVI,key,Abbreviation,PVI_rank
Missouri,1892,"Cleveland, Grover",Democratic,541583,268400,0.495584241,Democratic,0.02418219081,Democratic 0-4%,MO,11
Iowa,1892,"Harrison, Benjamin",Republican,443159,219795,0.4959732286,Republican,0.04504435323,Republican 4-9%,IA,17
Delaware,1892,"Cleveland, Grover",Democratic,37235,18581,0.4990197395,Republican,0.01002230862,Republican 0-4%,DE,7
Connecticut,1892,"Cleveland, Grover",Democratic,164595,82395,0.5005923631,Republican,7.71E-05,Republican 0-4%,CT,1
Kansas,1892,"Weaver, James",Populist,324905,163111,0.5020267463,Republican,0.5168966607,Republican 9% or more,KS,42
Wyoming,1892,"Harrison, Benjamin",Republican,16735,8454,0.5051688079,Republican,0.5168966607,Republican 9% or more,WY,42
New Jersey,1892,"Cleveland, Grover",Democratic,337623,171066,0.5066775664,Democratic,0.00597392217,Democratic 0-4%,NJ,5
Rhode Island,1892,"Harrison, Benjamin",Republican,53196,26975,0.507086999,Republican,0.04261239421,Republican 4-9%,RI,16
New Hampshire,1892,"Harrison, Benjamin",Republican,89329,45658,0.5111218081,Republican,0.03728098242,Republican 0-4%,NH,14
Tennessee,1892,"Cleveland, Grover",Democratic,265732,136468,0.5135550103,Democratic,0.05890553752,Democratic 4-9%,TN,22
Pennsylvania,1892,"Harrison, Benjamin",Republican,1003010,516011,0.514462468,Republican,0.04981447851,Republican 4-9%,PA,19
Kentucky,1892,"Cleveland, Grover",Democratic,340864,175461,0.5147536848,Democratic,0.04742633884,Democratic 4-9%,KY,18
Massachusetts,1892,"Harrison, Benjamin",Republican,391028,202814,0.5186687398,Republican,0.05114211747,Republican 4-9%,MA,20
Maryland,1892,"Cleveland, Grover",Democratic,213275,113866,0.5338928613,Democratic,0.03424030792,Democratic 0-4%,MD,13
Maine,1892,"Harrison, Benjamin",Republican,116451,62936,0.5404504899,Republican,0.08396428249,Republican 4-9%,ME,26
Idaho,1892,"Weaver, James",Populist,19407,10520,0.5420724481,Republican,0.5168966607,Republican 9% or more,ID,42
Virginia,1892,"Cleveland, Grover",Democratic,292238,164136,0.5616518044,Democratic,0.07515193358,Democratic 4-9%,VA,25
Texas,1892,"Cleveland, Grover",Democratic,422145,239148,0.566506769,Democratic,0.2297595155,Democratic 9% or more,TX,31
Colorado,1892,"Weaver, James",Populist,93891,53584,0.5707043274,Republican,0.5168966607,Republican 9% or more,CO,42
Georgia,1892,"Cleveland, Grover",Democratic,223126,129446,0.58014754,Democratic,0.2109250357,Democratic 9% or more,GA,28
Arkansas,1892,"Cleveland, Grover",Democratic,148117,87834,0.5930041791,Democratic,0.134178903,Democratic 9% or more,AR,27
Alabama,1892,"Cleveland, Grover",Democratic,232543,138135,0.5940191706,Democratic,0.4207624328,Democratic 9% or more,AL,37
Nevada,1892,"Weaver, James",Populist,10878,7264,0.6677698106,Republican,0.3143434693,Republican 9% or more,NV,36
Vermont,1892,"Harrison, Benjamin",Republican,55796,37992,0.6809090257,Republican,0.2163461885,Republican 9% or more,VT,29
Mississippi,1892,"Cleveland, Grover",Democratic,52519,40030,0.7622003465,Democratic,0.4493580462,Democratic 9% or more,MS,38
Louisiana,1892,"Cleveland, Grover",Democratic,114889,87926,0.7653126061,Democratic,0.2484159453,Democratic 9% or more,LA,32
South Carolina,1892,"Cleveland, Grover",Democratic,70504,54680,0.7755588335,Democratic,0.2869254635,Democratic 9% or more,SC,33
Florida,1892,"Cleveland, Grover",Democratic,35471,30153,0.8500747089,Democratic,0.4831033393,Democratic 9% or more,FL,39
Kentucky,1896,"McKinley, William",Republican,445928,218171,0.4892516281,Democratic,0.02175290826,Democratic 0-4%,KY,6
California,1896,"McKinley, William",Republican,298419,146688,0.491550471,Democratic,0.01877326014,Democratic 0-4%,CA,5
South Dakota,1896,"Bryan, William",Democratic,82950,41225,0.4969861362,Democratic,0.02318275358,Democratic 0-4%,SD,7
Oregon,1896,"McKinley, William",Republican,97414,48779,0.5007391135,Democratic,0.01139190591,Democratic 0-4%,OR,4
Indiana,1896,"McKinley, William",Republican,637119,323754,0.508153108,Democratic,0.007625725672,Democratic 0-4%,IN,3
Kansas,1896,"Bryan, William",Democratic,334547,171675,0.5131565968,Democratic,0.04069477377,Democratic 4-9%,KS,11
Wyoming,1896,"Bryan, William",Democratic,21092,10861,0.5149345723,Democratic,0.04091636296,Democratic 4-9%,WY,12
Nebraska,1896,"Bryan, William",Democratic,223182,115007,0.5153058938,Democratic,0.04945380489,Democratic 4-9%,NE,16
Ohio,1896,"McKinley, William",Republican,1014295,525991,0.5185779285,Republican,0.002092198969,Republican 0-4%,OH,1
Tennessee,1896,"Bryan, William",Democratic,320903,167168,0.5209300007,Democratic,0.05133273687,Democratic 4-9%,TN,17
West Virginia,1896,"McKinley, William",Republican,201757,105379,0.5223065371,Republican,0.005196201578,Republican 0-4%,WV,2
Virginia,1896,"Bryan, William",Democratic,294674,154708,0.5250140834,Democratic,0.05538638877,Democratic 4-9%,VA,19
North Carolina,1896,"Bryan, William",Democratic,331337,174408,0.5263764687,Democratic,0.05133341103,Democratic 4-9%,NC,18
Delaware,1896,"McKinley, William",Republican,38456,20450,0.5317765758,Republican,0.03027390378,Republican 0-4%,DE,8
Michigan,1896,"McKinley, William",Republican,545585,293336,0.5376540777,Republican,0.03086990101,Republican 0-4%,MI,9
Missouri,1896,"Bryan, William",Democratic,673906,363667,0.5396405433,Democratic,0.06598794979,Democratic 4-9%,MO,21
Maryland,1896,"McKinley, William",Republican,250249,136959,0.5472908983,Republican,0.04596717103,Republican 4-9%,MD,15
Iowa,1896,"McKinley, William",Republican,521547,289293,0.5546825118,Republican,0.04181608254,Republican 4-9%,IA,13
North Dakota,1896,"McKinley, William",Republican,47391,26335,0.5556962292,Republican,0.03799838392,Republican 0-4%,ND,10
Illinois,1896,"McKinley, William",Republican,1090869,607130,0.5565562868,Republican,0.04388982505,Republican 4-9%,IL,14
Minnesota,1896,"McKinley, William",Republican,341762,193503,0.5661922625,Republican,0.05860455161,Republican 4-9%,MN,20
Washington,1896,"Bryan, William",Democratic,93583,53314,0.5696974878,Democratic,0.09864378544,Democratic 9% or more,WA,24
New York,1896,"McKinley, William",Republican,1423876,819838,0.5757790706,Republican,0.07582461764,Republican 4-9%,NY,22
Georgia,1896,"Bryan, William",Democratic,162480,93885,0.5778249631,Democratic,0.1345770455,Democratic 9% or more,GA,27
New Jersey,1896,"McKinley, William",Republican,371211,221535,0.5967899658,Republican,0.1015676848,Republican 9% or more,NJ,25
Wisconsin,1896,"McKinley, William",Republican,447409,268135,0.5993062276,Republican,0.09623929872,Republican 9% or more,WI,23
Pennsylvania,1896,"McKinley, William",Republican,1194355,728300,0.6097851979,Republican,0.1049483709,Republican 9% or more,PA,26
Connecticut,1896,"McKinley, William",Republican,174390,110285,0.632404381,Republican,0.1382198542,Republican 9% or more,CT,28
Alabama,1896,"Bryan, William",Democratic,194580,130298,0.6696371672,Democratic,0.2227066421,Democratic 9% or more,AL,34
Maine,1896,"McKinley, William",Republican,118419,80403,0.6789704355,Republican,0.1771468018,Republican 9% or more,ME,29
Texas,1896,"Bryan, William",Democratic,544786,370434,0.6799624073,Democratic,0.2106684313,Democratic 9% or more,TX,33
Rhode Island,1896,"McKinley, William",Republican,54785,37437,0.683343981,Republican,0.1993145564,Republican 9% or more,RI,30
New Hampshire,1896,"McKinley, William",Republican,83670,57444,0.6865543205,Republican,0.2042045437,Republican 9% or more,NH,32
Massachusetts,1896,"McKinley, William",Republican,401568,278976,0.6947167105,Republican,0.2031320458,Republican 9% or more,MA,31
Florida,1896,"Bryan, William",Democratic,46488,32756,0.7046119429,Democratic,0.2656125381,Democratic 9% or more,FL,35
Arkansas,1896,"Bryan, William",Democratic,149347,110103,0.7372294053,Democratic,0.2679500053,Democratic 9% or more,AR,36
Louisiana,1896,"Bryan, William",Democratic,101046,77175,0.7637610593,Democratic,0.2999502134,Democratic 9% or more,LA,37
Idaho,1896,"Bryan, William",Democratic,29621,23135,0.7810337261,Democratic,0.3076659576,Democratic 9% or more,ID,39
Montana,1896,"Bryan, William",Democratic,53330,42628,0.7993249578,Democratic,0.324298724,Democratic 9% or more,MT,40
Vermont,1896,"McKinley, William",Republican,63847,51127,0.8007737247,Republican,0.3056692101,Republican 9% or more,VT,38
Nevada,1896,"Bryan, William",Democratic,10314,8376,0.8121000582,Democratic,0.3341705796,Democratic 9% or more,NV,41
Utah,1896,"Bryan, William",Democratic,78119,64607,0.8270331161,Democratic,0.349326021,Democratic 9% or more,UT,42
Colorado,1896,"Bryan, William",Democratic,189539,161005,0.8494557848,Democratic,0.3817909341,Democratic 9% or more,CO,43
South Carolina,1896,"Bryan, William",Democratic,68938,58801,0.852954829,Democratic,0.3853438573,Democratic 9% or more,SC,44
Mississippi,1896,"Bryan, William",Democratic,69591,63355,0.9103907114,Democratic,0.4513837494,Democratic 9% or more,MS,45
Kentucky,1900,"Bryan, William",Democratic,468265,235126,0.5021216619,Democratic,0.04018877726,Democratic 4-9%,KY,13
Nebraska,1900,"McKinley, William",Republican,241430,121835,0.5046390258,Democratic,0.01495937649,Democratic 0-4%,NE,7
Utah,1900,"McKinley, William",Republican,93189,47139,0.5058429643,Democratic,0.01996794134,Democratic 0-4%,UT,10
Indiana,1900,"McKinley, William",Republican,664094,336063,0.5060473367,Democratic,0.01103630356,Democratic 0-4%,IN,4
Idaho,1900,"Bryan, William",Democratic,57914,29414,0.5078910108,Democratic,0.05111391301,Democratic 4-9%,ID,18
Missouri,1900,"Bryan, William",Democratic,683656,351922,0.5147647355,Democratic,0.05994239468,Democratic 4-9%,MO,21
Maryland,1900,"McKinley, William",Republican,264434,136185,0.5150056347,Democratic,0.004557263577,Democratic 0-4%,MD,3
Ohio,1900,"McKinley, William",Republican,1040073,543918,0.5229613691,Republican,0.002338945735,Republican 0-4%,OH,2
Kansas,1900,"McKinley, William",Republican,353766,185955,0.5256440698,Republican,0.00195898222,Republican 0-4%,KS,1
Illinois,1900,"McKinley, William",Republican,1131897,597985,0.5283033704,Republican,0.01156419179,Republican 0-4%,IL,5
Tennessee,1900,"Bryan, William",Democratic,273860,145240,0.5303439714,Democratic,0.07277958836,Democratic 4-9%,TN,25
New York,1900,"McKinley, William",Republican,1548042,822013,0.5310017428,Republican,0.01629309475,Republican 0-4%,NY,8
Washington,1900,"McKinley, William",Republican,107524,57456,0.5343551207,Republican,0.03016053609,Republican 0-4%,WA,11
Delaware,1900,"McKinley, William",Republican,41989,22535,0.5366881802,Republican,0.0129525573,Republican 0-4%,DE,6
North Carolina,1900,"Bryan, William",Democratic,292518,157733,0.5392249366,Democratic,0.0740832802,Democratic 4-9%,NC,26
West Virginia,1900,"McKinley, William",Republican,220796,119829,0.5427136361,Republican,0.01653324906,Republican 0-4%,WV,9
California,1900,"McKinley, William",Republican,302318,164755,0.5449725124,Republican,0.03708840553,Republican 0-4%,CA,12
North Dakota,1900,"McKinley, William",Republican,84216,46526,0.5524603401,Republican,0.050680632,Republican 4-9%,ND,17
New Jersey,1900,"McKinley, William",Republican,401050,221707,0.5528163571,Republican,0.04206307332,Republican 4-9%,NJ,14
Virginia,1900,"Bryan, William",Democratic,264208,146079,0.5528939321,Democratic,0.08941917978,Democratic 4-9%,VA,28
Colorado,1900,"Bryan, William",Democratic,221408,122733,0.5543295635,Democratic,0.1002638535,Democratic 9% or more,CO,33
Oregon,1900,"McKinley, William",Republican,83251,46172,0.5546119566,Republican,0.05304680289,Republican 4-9%,OR,19
South Dakota,1900,"McKinley, William",Republican,96124,54530,0.5672880862,Republican,0.04810797194,Republican 4-9%,SD,15
Connecticut,1900,"McKinley, William",Republican,180195,102572,0.569227781,Republican,0.04931935917,Republican 4-9%,CT,16
Massachusetts,1900,"McKinley, William",Republican,414804,238866,0.5758526919,Republican,0.07186363292,Republican 4-9%,MA,24
Iowa,1900,"McKinley, William",Republican,530355,307808,0.5803810655,Republican,0.06374716238,Republican 4-9%,IA,22
Michigan,1900,"McKinley, William",Republican,544379,316269,0.5809720801,Republican,0.06750441706,Republican 4-9%,MI,23
Montana,1900,"Bryan, William",Democratic,63856,37311,0.5842990479,Democratic,0.1264241061,Democratic 9% or more,MT,35
Wyoming,1900,"McKinley, William",Republican,24687,14482,0.5866245392,Republican,0.0560583312,Republican 4-9%,WY,20
New Hampshire,1900,"McKinley, William",Republican,92364,54799,0.593293924,Republican,0.07539349313,Republican 4-9%,NH,27
Rhode Island,1900,"McKinley, William",Republican,56548,33784,0.5974393436,Republican,0.0988034574,Republican 9% or more,RI,32
Wisconsin,1900,"McKinley, William",Republican,442501,265760,0.6005862134,Republican,0.09388886965,Republican 9% or more,WI,29
Minnesota,1900,"McKinley, William",Republican,316311,190461,0.6021320789,Republican,0.09629198205,Republican 9% or more,MN,31
Pennsylvania,1900,"McKinley, William",Republican,1173210,712665,0.6074487943,Republican,0.09530889045,Republican 9% or more,PA,30
Alabama,1900,"Bryan, William",Democratic,159692,97129,0.6082270871,Democratic,0.1674486254,Democratic 9% or more,AL,37
Maine,1900,"McKinley, William",Republican,105693,65412,0.6188867759,Republican,0.1082841901,Republican 9% or more,ME,34
Nevada,1900,"Bryan, William",Democratic,10196,6347,0.6224990192,Democratic,0.15404111,Democratic 9% or more,NV,36
Texas,1900,"Bryan, William",Democratic,423706,267432,0.6311735024,Democratic,0.2033585667,Democratic 9% or more,TX,39
Arkansas,1900,"Bryan, William",Democratic,127866,81142,0.6345862074,Democratic,0.1758227914,Democratic 9% or more,AR,38
Georgia,1900,"Bryan, William",Democratic,121410,81180,0.6686434396,Democratic,0.234764544,Democratic 9% or more,GA,40
Florida,1900,"Bryan, William",Democratic,39649,28273,0.7130822972,Democratic,0.3251033347,Democratic 9% or more,FL,43
Vermont,1900,"McKinley, William",Republican,56212,42569,0.7572938163,Republican,0.2366018336,Republican 9% or more,VT,41
Louisiana,1900,"Bryan, William",Democratic,67906,53668,0.7903278061,Democratic,0.3219164538,Democratic 9% or more,LA,42
Mississippi,1900,"Bryan, William",Democratic,59055,51706,0.8755566844,Democratic,0.4321395164,Democratic 9% or more,MS,44
South Carolina,1900,"Bryan, William",Democratic,50812,47233,0.9295638825,Democratic,0.4611059733,Democratic 9% or more,SC,45
Maryland,1904,"Roosevelt, Theodore (Teddy)",Republican,224229,109497,0.488326666,Democratic,0.1000325588,Democratic 9% or more,MD,21
Kentucky,1904,"Parker, Alton",Democratic,435946,217170,0.4981580287,Democratic,0.1140064005,Democratic 9% or more,KY,25
Missouri,1904,"Roosevelt, Theodore (Teddy)",Republican,643861,321449,0.4992521678,Democratic,0.07980378065,Democratic 4-9%,MO,17
New York,1904,"Roosevelt, Theodore (Teddy)",Republican,1617770,859533,0.5313072934,Democratic,0.04328138646,Democratic 4-9%,NY,12
Indiana,1904,"Roosevelt, Theodore (Teddy)",Republican,682185,368289,0.5398667517,Democratic,0.02705610052,Democratic 0-4%,IN,8
Delaware,1904,"Roosevelt, Theodore (Teddy)",Republican,43856,23705,0.5405189712,Democratic,0.04953581551,Democratic 4-9%,DE,13
Montana,1904,"Roosevelt, Theodore (Teddy)",Republican,64444,34932,0.5420520142,Republican,0.01588130498,Republican 0-4%,MT,5
Tennessee,1904,"Parker, Alton",Democratic,242750,131653,0.5423398558,Democratic,0.1556094183,Democratic 9% or more,TN,29
West Virginia,1904,"Roosevelt, Theodore (Teddy)",Republican,239986,132620,0.5526155692,Democratic,0.03212247213,Democratic 0-4%,WV,9
Colorado,1904,"Roosevelt, Theodore (Teddy)",Republican,243667,134661,0.5526435668,Democratic,0.02655233967,Democratic 0-4%,CO,7
Arkansas,1904,"Parker, Alton",Democratic,116421,64434,0.5534568506,Democratic,0.1791020707,Democratic 9% or more,AR,32
Nevada,1904,"Roosevelt, Theodore (Teddy)",Republican,12115,6864,0.5665703673,Republican,0.03271101313,Republican 0-4%,NV,10
New Jersey,1904,"Roosevelt, Theodore (Teddy)",Republican,432547,245164,0.5667915857,Democratic,0.001794013163,Democratic 0-4%,NJ,1
Massachusetts,1904,"Roosevelt, Theodore (Teddy)",Republican,445109,257822,0.5792334013,Republican,0.008541902942,Republican 0-4%,MA,3
Connecticut,1904,"Roosevelt, Theodore (Teddy)",Republican,191128,111089,0.5812282868,Republican,0.003602100289,Republican 0-4%,CT,2
Illinois,1904,"Roosevelt, Theodore (Teddy)",Republican,1076499,632645,0.5876874944,Republican,0.05868392353,Republican 4-9%,IL,15
North Carolina,1904,"Parker, Alton",Democratic,207818,124091,0.5971138207,Democratic,0.2009779507,Democratic 9% or more,NC,36
Ohio,1904,"Roosevelt, Theodore (Teddy)",Republican,1004393,600095,0.5974703129,Republican,0.03502740193,Republican 0-4%,OH,11
New Hampshire,1904,"Roosevelt, Theodore (Teddy)",Republican,90161,54163,0.6007364603,Republican,0.01368643841,Republican 0-4%,NH,4
Rhode Island,1904,"Roosevelt, Theodore (Teddy)",Republican,68656,41605,0.605992193,Republican,0.02601736832,Republican 0-4%,RI,6
Nebraska,1904,"Roosevelt, Theodore (Teddy)",Republican,225732,138558,0.613816384,Republican,0.1234707951,Republican 9% or more,NE,27
Utah,1904,"Roosevelt, Theodore (Teddy)",Republican,101672,62446,0.614190731,Republican,0.0512869358,Republican 4-9%,UT,14
California,1904,"Roosevelt, Theodore (Teddy)",Republican,331878,205226,0.6183778376,Republican,0.09640597375,Republican 9% or more,CA,20
Virginia,1904,"Parker, Alton",Democratic,130410,80649,0.618426501,Democratic,0.226164909,Democratic 9% or more,VA,38
Wisconsin,1904,"Roosevelt, Theodore (Teddy)",Republican,443441,280315,0.632135955,Republican,0.0928080575,Republican 9% or more,WI,18
Iowa,1904,"Roosevelt, Theodore (Teddy)",Republican,486093,308158,0.6339486477,Republican,0.07351755615,Republican 4-9%,IA,16
Georgia,1904,"Parker, Alton",Democratic,130986,83466,0.6372131373,Democratic,0.3767936725,Democratic 9% or more,GA,41
Kansas,1904,"Roosevelt, Theodore (Teddy)",Republican,328561,212955,0.6481444846,Republican,0.1117679047,Republican 9% or more,KS,23
Idaho,1904,"Roosevelt, Theodore (Teddy)",Republican,72578,47783,0.6583675494,Republican,0.1209623017,Republican 9% or more,ID,26
Wyoming,1904,"Roosevelt, Theodore (Teddy)",Republican,30708,20489,0.6672202683,Republican,0.09630564471,Republican 9% or more,WY,19
Oregon,1904,"Roosevelt, Theodore (Teddy)",Republican,90154,60455,0.6705747942,Republican,0.1751536298,Republican 9% or more,OR,31
Maine,1904,"Roosevelt, Theodore (Teddy)",Republican,97023,65432,0.6743967925,Republican,0.1028614803,Republican 9% or more,ME,22
Pennsylvania,1904,"Roosevelt, Theodore (Teddy)",Republican,1236738,840949,0.6799734463,Republican,0.1131561508,Republican 9% or more,PA,24
Florida,1904,"Parker, Alton",Democratic,38705,26449,0.6833484046,Democratic,0.3609866997,Democratic 9% or more,FL,39
Michigan,1904,"Roosevelt, Theodore (Teddy)",Republican,525027,364957,0.6951204414,Republican,0.129255848,Republican 9% or more,MI,28
Washington,1904,"Roosevelt, Theodore (Teddy)",Republican,145151,101540,0.6995473679,Republican,0.1831089679,Republican 9% or more,WA,33
South Dakota,1904,"Roosevelt, Theodore (Teddy)",Republican,101395,72083,0.7109127669,Republican,0.166267423,Republican 9% or more,SD,30
Texas,1904,"Parker, Alton",Democratic,234008,167200,0.714505487,Democratic,0.3655695967,Democratic 9% or more,TX,40
Alabama,1904,"Parker, Alton",Democratic,108785,79797,0.7335294388,Democratic,0.3804147971,Democratic 9% or more,AL,42
Minnesota,1904,"Roosevelt, Theodore (Teddy)",Republican,292860,216651,0.7397766851,Republican,0.1968366773,Republican 9% or more,MN,35
North Dakota,1904,"Roosevelt, Theodore (Teddy)",Republican,70014,52595,0.7512069015,Republican,0.1864005927,Republican 9% or more,ND,34
Vermont,1904,"Roosevelt, Theodore (Teddy)",Republican,51888,40459,0.7797371261,Republican,0.2052295855,Republican 9% or more,VT,37
Louisiana,1904,"Parker, Alton",Democratic,53908,47708,0.8849892409,Democratic,0.5017800066,Democratic 9% or more,LA,43
Mississippi,1904,"Parker, Alton",Democratic,58721,53480,0.9107474328,Democratic,0.5423618534,Democratic 9% or more,MS,44
South Carolina,1904,"Parker, Alton",Democratic,55118,52563,0.9536449073,Democratic,0.5538112369,Democratic 9% or more,SC,45
Nevada,1908,"Bryan, William",Democratic,24526,11212,0.4571475169,Democratic,0.05499084963,Democratic 4-9%,NV,20
Montana,1908,"Taft, William",Republican,68822,32333,0.4698061666,Democratic,0.02066904656,Democratic 0-4%,MT,5
Oklahoma,1908,"Bryan, William",Democratic,254983,122363,0.4798868944,Democratic,0.07058389527,Democratic 4-9%,OK,22
Colorado,1908,"Bryan, William",Democratic,263858,126644,0.479970287,Democratic,0.05094721399,Democratic 4-9%,CO,16
Indiana,1908,"Taft, William",Republican,721126,348993,0.4839556471,Democratic,0.03724601336,Democratic 0-4%,IN,8
Missouri,1908,"Taft, William",Republican,715927,347203,0.4849698363,Democratic,0.04459984348,Democratic 4-9%,MO,13
Maryland,1908,"Taft, William",Republican,238531,116513,0.4884606194,Democratic,0.04375164167,Democratic 4-9%,MD,11
Nebraska,1908,"Bryan, William",Democratic,266799,131099,0.491377404,Democratic,0.05299981468,Democratic 4-9%,NE,18
Kentucky,1908,"Bryan, William",Democratic,490719,244092,0.4974170554,Democratic,0.053786952,Democratic 4-9%,KY,19
Ohio,1908,"Taft, William",Republican,1121552,572312,0.5102857469,Democratic,0.01268624579,Democratic 0-4%,OH,3
Delaware,1908,"Taft, William",Republican,48007,25014,0.5210490137,Democratic,0.01362058147,Democratic 0-4%,DE,4
Kansas,1908,"Taft, William",Republican,375946,197216,0.5245859778,Republican,0.005176317005,Republican 0-4%,KS,1
Tennessee,1908,"Bryan, William",Democratic,257180,135608,0.5272882806,Democratic,0.07981665071,Democratic 4-9%,TN,26
New York,1908,"Taft, William",Republican,1638350,870070,0.5310647908,Republican,0.02083204171,Republican 0-4%,NY,6
West Virginia,1908,"Taft, William",Republican,258105,137869,0.5341585789,Republican,0.008000148859,Republican 0-4%,WV,2
Idaho,1908,"Taft, William",Republican,97293,52621,0.540850832,Republican,0.04763913552,Republican 4-9%,ID,15
North Carolina,1908,"Bryan, William",Democratic,252554,136928,0.542173159,Democratic,0.08881743057,Democratic 4-9%,NC,30
Wisconsin,1908,"Taft, William",Republican,454441,247747,0.5451686798,Republican,0.05277893424,Republican 4-9%,WI,17
Illinois,1908,"Taft, William",Republican,1155254,629932,0.5452757575,Republican,0.03781675797,Republican 0-4%,IL,9
Georgia,1908,"Bryan, William",Democratic,132504,72350,0.5460212522,Democratic,0.1813488366,Democratic 9% or more,GA,39
Wyoming,1908,"Taft, William",Republican,37609,20846,0.5542822197,Republican,0.03782347655,Republican 0-4%,WY,10
California,1908,"Taft, William",Republican,386597,214398,0.5545775058,Republican,0.08204327535,Republican 4-9%,CA,28
Iowa,1908,"Taft, William",Republican,494769,275209,0.5562373552,Republican,0.03314130278,Republican 0-4%,IA,7
Utah,1908,"Taft, William",Republican,108613,61028,0.5618848572,Republican,0.04385535099,Republican 4-9%,UT,12
Oregon,1908,"Taft, William",Republican,110889,62530,0.5638972306,Republican,0.07664719577,Republican 4-9%,OR,23
New Jersey,1908,"Taft, William",Republican,467111,265298,0.56795494,Republican,0.04736790286,Republican 4-9%,NJ,14
Arkansas,1908,"Bryan, William",Democratic,151822,87015,0.5731382804,Democratic,0.1508426732,Democratic 9% or more,AR,37
Washington,1908,"Taft, William",Republican,183879,106062,0.5768032239,Republican,0.09871053557,Republican 9% or more,WA,34
Massachusetts,1908,"Taft, William",Republican,456919,265966,0.5820856651,Republican,0.08593218159,Republican 4-9%,MA,29
Pennsylvania,1908,"Taft, William",Republican,1267450,745779,0.5884090102,Republican,0.07925903585,Republican 4-9%,PA,25
South Dakota,1908,"Taft, William",Republican,114775,67536,0.5884208234,Republican,0.08142872428,Republican 4-9%,SD,27
Minnesota,1908,"Taft, William",Republican,331304,195843,0.591127786,Republican,0.09654176161,Republican 9% or more,MN,33
New Hampshire,1908,"Taft, William",Republican,89600,53149,0.5931808036,Republican,0.06723429302,Republican 4-9%,NH,21
Connecticut,1908,"Taft, William",Republican,190003,112915,0.5942800903,Republican,0.07820124277,Republican 4-9%,CT,24
Virginia,1908,"Bryan, William",Democratic,137065,82946,0.6051581367,Democratic,0.157119453,Democratic 9% or more,VA,38
Rhode Island,1908,"Taft, William",Republican,72317,43942,0.6076302944,Republican,0.09505288907,Republican 9% or more,RI,32
North Dakota,1908,"Taft, William",Republican,94525,57680,0.6102089394,Republican,0.09183747186,Republican 9% or more,ND,31
Michigan,1908,"Taft, William",Republican,541830,335580,0.6193455512,Republican,0.1112083911,Republican 9% or more,MI,36
Maine,1908,"Taft, William",Republican,106336,66987,0.6299559886,Republican,0.1091806527,Republican 9% or more,ME,35
Florida,1908,"Bryan, William",Democratic,49360,31104,0.6301458671,Democratic,0.2899164189,Democratic 9% or more,FL,42
Alabama,1908,"Bryan, William",Democratic,105152,74391,0.7074615794,Democratic,0.2893204075,Democratic 9% or more,AL,41
Texas,1908,"Bryan, William",Democratic,293757,217302,0.7397338617,Democratic,0.3129915833,Democratic 9% or more,TX,43
Vermont,1908,"Taft, William",Republican,52680,39552,0.7507972665,Republican,0.2297470289,Republican 9% or more,VT,40
Louisiana,1908,"Bryan, William",Democratic,75117,63568,0.8462531784,Democratic,0.4215388333,Democratic 9% or more,LA,44
Mississippi,1908,"Bryan, William",Democratic,66904,60287,0.9010970943,Democratic,0.4775666936,Democratic 9% or more,MS,45
South Carolina,1908,"Bryan, William",Democratic,66379,62288,0.9383690625,Democratic,0.4854907054,Democratic 9% or more,SC,46
Idaho,1912,"Wilson, Woodrow",Democratic,105754,33921,0.3207538249,Whig/Other,0.03375465305,Whig/Other 0-4%,ID,10
North Dakota,1912,"Wilson, Woodrow",Democratic,86580,29555,0.3413605914,Whig/Other,0.0697220165,Whig/Other 4-9%,ND,20
Oregon,1912,"Wilson, Woodrow",Democratic,137040,47064,0.3434325744,Whig/Other,0.04846264445,Whig/Other 4-9%,OR,13
Montana,1912,"Wilson, Woodrow",Democratic,79826,27941,0.3500238018,Whig/Other,0.04993624689,Whig/Other 4-9%,MT,14
Washington,1912,"Roosevelt, Theodore ""Teddy""","Progressive ""Bull Moose""",322799,113698,0.3522253786,Whig/Other,0.1713190331,Whig/Other 9% or more,WA,37
Illinois,1912,"Wilson, Woodrow",Democratic,1146173,405048,0.3533916782,Whig/Other,0.09262366321,Whig/Other 9% or more,IL,26
Massachusetts,1912,"Wilson, Woodrow",Democratic,488057,173408,0.3553027618,Whig/Other,0.05496183058,Whig/Other 4-9%,MA,16
Wyoming,1912,"Wilson, Woodrow",Democratic,42296,15310,0.3619727634,Democratic,0.01947437024,Democratic 0-4%,WY,7
Pennsylvania,1912,"Roosevelt, Theodore ""Teddy""","Progressive ""Bull Moose""",1217736,444894,0.365345198,Whig/Other,0.133655289,Whig/Other 9% or more,PA,33
Vermont,1912,"Taft, William",Republican,62842,23332,0.3712803539,Whig/Other,0.1947612539,Whig/Other 9% or more,VT,40
Utah,1912,"Taft, William",Republican,112386,42100,0.3746018187,Whig/Other,0.002260444826,Whig/Other 0-4%,UT,1
Iowa,1912,"Wilson, Woodrow",Democratic,492356,185325,0.3764044716,Whig/Other,0.07049790145,Whig/Other 4-9%,IA,21
Minnesota,1912,"Roosevelt, Theodore ""Teddy""","Progressive ""Bull Moose""",334219,125856,0.3765674603,Whig/Other,0.1461783306,Whig/Other 9% or more,MN,34
Michigan,1912,"Roosevelt, Theodore ""Teddy""","Progressive ""Bull Moose""",550976,214584,0.3894616099,Whig/Other,0.1917164525,Whig/Other 9% or more,MI,39
